Spent,Profit,Payouts,Plays
18,7,0|25|0,✨🤔✨|✨♾🔺|✨🤔✨
18,7,25|0|0,♾✨✨|🦆🤔🔺|✨🦆🦆
18,-18,0|0|0,🔺🃏🔺|🔺🃏🦆|🦆🤔✨
18,32,25|25|0,🔺✨♾|🔺✨♾|🤔🔺✨
18,-12,0|6|0,🃏🦆✨|✨✨🦆|🃏🤔🔺
18,2,20|0|0,🔺🔺🦆|🔺🤔🦆|🤔🔺🃏
18,32,25|0|25,🦆♾🦆|🦆🔺🤔|🦆♾🦆
18,13,0|6|25,🤔🃏✨|✨✨🦆|✨🤔♾
18,-12,0|0|6,🦆🔺🦆|✨🃏🦆|✨✨🃏
18,-18,0|0|0,🦆🦆🃏|✨🔺🦆|✨🤔✨
6,-6,0,🦆🦆🦆
18,-18,0|0|0,🦆✨🔺|🔺🦆✨|🔺🃏✨
18,7,25|0|0,♾🦆🃏|✨🦆🔺|✨🦆🦆
18,32,25|0|25,♾🃏✨|🤔✨🃏|♾🃏✨
18,-18,0|0|0,🔺🤔🔺|🃏✨🃏|🦆🦆✨
18,7,25|0|0,🃏🤔♾|🦆🦆🔺|🔺🤔🦆
18,7,25|0|0,♾🦆✨|✨🤔🔺|🦆🤔🔺
18,7,0|25|0,🔺🦆🃏|🦆✨♾|✨🦆🃏
18,-18,0|0|0,✨🃏🦆|🦆✨🦆|🦆✨🦆
18,7,25|0|0,🦆♾🦆|🃏🦆✨|🃏🦆✨
18,7,0|0|25,🔺🦆🦆|🦆🤔🔺|♾✨🔺
18,32,25|0|25,🃏🔺♾|🃏🦆🃏|🃏🔺♾
18,-18,0|0|0,🤔🦆✨|🔺🦆🔺|🤔🃏🤔
18,8,0|1|25,🦆🦆🤔|🔺🤔🤔|♾🔺🤔
18,32,25|25|0,✨♾✨|✨♾✨|🤔🔺🦆
12,13,25|0,🤔♾✨|🦆🦆🦆
18,7,0|0|25,🦆🔺🦆|✨🤔🦆|♾✨✨
18,-18,0|0|0,✨🦆🦆|✨🦆🦆|🦆🃏🔺
6,-6,0,🦆🦆🦆
18,-18,0|0|0,🃏✨🔺|🦆🦆✨|✨🔺🤔
18,32,25|0|25,🦆♾🤔|✨🦆🦆|🦆♾🤔
18,-18,0|0|0,🔺🃏✨|🃏✨🃏|✨🤔🦆
18,7,25|0|0,♾✨🦆|🤔🔺🃏|🦆🦆🔺
18,32,0|25|25,🔺✨🃏|✨♾🦆|✨♾🦆
18,-5,1|0|12,✨🤔🤔|🔺✨🔺|🃏🃏🦆
18,2,20|0|0,🃏🔺🔺|🃏🔺✨|🤔🔺🦆
18,8,25|1|0,♾🤔🔺|✨🤔🤔|🤔🔺🃏
18,13,12|1|18,🃏🃏🦆|✨🤔🤔|🃏🃏🃏
18,-18,0|0|0,🦆🤔🦆|🃏🤔🃏|🃏✨🤔
18,-18,0|0|0,✨🦆🃏|🦆🦆🃏|🤔🔺🃏
18,7,0|25|0,🦆🦆✨|🔺🤔♾|✨🦆✨
18,7,25|0|0,🦆🔺♾|🔺🦆✨|🔺✨🃏
18,-6,0|0|12,✨🔺🦆|🤔🦆🔺|🃏🃏🤔
18,-18,0|0|0,🃏🤔🃏|✨🃏🦆|✨🃏🤔
18,32,0|50|0,🦆🤔🔺|♾♾🦆|✨🦆🔺
18,7,25|0|0,♾🃏🦆|🦆🦆🤔|🦆🦆🤔
18,-18,0|0|0,🦆🤔🔺|✨🔺🃏|🦆✨🔺
18,-18,0|0|0,🤔✨🤔|🔺🃏🤔|🃏✨🤔
18,-18,0|0|0,🤔🔺✨|🦆🤔🃏|🦆🤔🃏
18,7,25|0|0,♾🦆🔺|✨🤔🦆|🃏✨🃏
18,-18,0|0|0,🤔✨🦆|🃏🔺🃏|✨🤔✨
18,-7,1|0|10,🤔🤔✨|🔺🤔🔺|✨✨✨
18,-18,0|0|0,🃏🦆🃏|🤔🦆🤔|🦆🦆🃏
18,-12,6|0|0,🃏✨✨|🤔🔺🦆|🔺🃏🦆
18,-18,0|0|0,🤔🦆✨|🔺🤔🦆|🃏✨🤔
18,7,0|0|25,✨🃏🦆|🃏🦆🤔|🦆♾🔺
18,-6,12|0|0,✨🃏🃏|🔺🦆🔺|🃏🦆✨
18,-12,0|0|6,🔺🃏✨|✨🃏🦆|✨✨🔺
18,-18,0|0|0,🦆🦆🤔|🦆✨🦆|🃏🔺🦆
18,-6,0|0|12,✨🔺🦆|🔺🤔🔺|🃏🃏🔺
18,7,25|0|0,♾🦆✨|✨🃏🤔|🔺🤔🦆
18,-18,0|0|0,✨🦆🤔|🤔🃏🤔|🔺🦆🦆
18,-6,12|0|0,🤔🃏🃏|🃏🦆✨|🔺🤔✨
18,-18,0|0|0,🃏🔺🦆|🦆✨🔺|🤔🔺🤔
18,-18,0|0|0,🦆✨🔺|🦆✨🔺|🤔✨🦆
18,8,1|25|0,✨🤔🤔|✨♾✨|🔺🤔✨
18,-17,0|1|0,✨🔺🦆|🦆🤔🤔|🔺🤔🃏
18,32,0|25|25,🔺🤔🔺|♾✨✨|♾✨✨
18,7,25|0|0,🔺♾🔺|🔺✨🦆|🦆✨🤔
18,-18,0|0|0,🔺🃏🦆|🃏🤔🃏|🦆🔺🦆
18,-18,0|0|0,🦆🤔🦆|🦆🦆🔺|🤔✨🃏
18,-12,0|6|0,✨🦆🔺|🃏✨✨|🦆✨🦆
18,-18,0|0|0,🤔✨🤔|🃏🦆✨|🦆🦆🤔
18,-17,0|1|0,🔺🃏✨|🤔🤔🦆|✨🃏✨
18,-18,0|0|0,🦆✨🦆|✨🦆🃏|🦆🦆♾
18,2,20|0|0,🦆🔺🔺|🦆🦆🤔|🃏🤔🦆
18,6,24|0|0,🔺🔺🔺|🤔🔺🤔|🤔🃏🤔
18,-18,0|0|0,🤔🦆✨|🦆🃏✨|🔺🦆🤔
18,8,1|25|0,🦆🤔🤔|🤔🦆♾|🤔🦆✨
18,-17,0|1|0,🦆✨🔺|✨🤔🤔|🦆🃏🔺
18,-18,0|0|0,🤔🦆🃏|✨🦆🔺|✨🃏🦆
18,-12,0|6|0,🦆✨🃏|✨✨🦆|🤔🦆🤔
18,-17,0|0|1,✨🦆✨|🤔✨🤔|🤔🤔🃏
18,-18,0|0|0,✨🦆🦆|🦆🔺🤔|✨🦆🦆
18,-18,0|0|0,🦆🤔🔺|🦆🃏🦆|✨🤔✨
18,-6,0|6|6,🔺🃏🦆|🦆✨✨|🦆✨✨
18,7,0|0|25,🔺🃏🦆|🃏🤔🔺|♾🦆🔺
18,-18,0|0|0,🔺✨🤔|✨🃏✨|🔺🦆✨
18,32,0|50|0,🃏🔺🤔|🦆♾♾|🦆✨🔺
18,32,25|25|0,♾🃏🃏|♾🃏🃏|🦆🦆🃏
6,-6,0,🦆🦆🦆
18,8,25|1|0,♾🔺🦆|🤔🤔🃏|🦆🦆🔺
18,19,12|0|25,🃏🃏✨|🔺🦆🤔|🤔♾🦆
6,-6,0,🦆🦆🦆
18,-17,1|0|0,🤔🤔✨|🃏🤔🦆|🦆🦆🃏
18,-12,0|0|6,🤔🦆🤔|🃏🦆🦆|🦆✨✨
18,-18,0|0|0,🔺🃏🦆|🃏✨🦆|🦆🦆🤔
18,-17,1|0|0,🃏🤔🤔|🦆🦆🤔|🤔🃏🤔
18,-17,1|0|0,🤔🤔✨|🤔✨🦆|🦆🦆🃏
18,-6,6|6|0,🤔✨✨|🤔✨✨|✨🔺🤔
18,-18,0|0|0,🤔✨🃏|✨🤔✨|🔺🤔🦆
18,-18,0|0|0,🃏✨🦆|🦆🤔🔺|✨🔺🤔
18,13,0|25|6,🃏🤔🔺|✨🔺♾|🃏✨✨
18,13,25|0|6,🔺🤔♾|🔺✨🦆|✨✨🤔
18,32,0|0|50,✨🤔✨|🔺🦆🔺|🦆♾♾
18,-18,0|0|0,🃏🦆🤔|🤔✨🦆|🦆🦆♾
18,-18,0|0|0,🃏✨🦆|🦆🔺🤔|🃏🤔✨
18,-6,0|12|0,✨🃏🦆|🤔🃏🃏|🤔🦆🤔
18,-18,0|0|0,✨🃏🦆|🔺🃏✨|🤔🔺✨
18,-12,6|0|0,✨✨🦆|🦆✨🤔|🔺🃏🦆
18,19,6|6|25,🤔✨✨|🤔✨✨|✨🦆♾
18,-18,0|0|0,🦆🦆🤔|✨🦆🤔|✨🤔🔺
18,-17,0|1|0,🔺✨🤔|🦆🤔🤔|🤔🦆✨
18,13,25|6|0,♾🔺🔺|🤔✨✨|🔺✨🤔
18,-18,0|0|0,✨🃏🦆|🔺🤔🦆|✨🔺🦆
18,7,0|0|25,🔺🦆🔺|✨🦆✨|♾🦆♾
18,2,20|0|0,🔺🔺🃏|🦆🦆✨|🃏✨🃏
18,0,6|0|12,✨✨🦆|🔺🦆🤔|🔺🃏🃏
18,-18,0|0|0,🦆🤔✨|✨🦆🦆|🔺🃏✨
18,7,25|0|0,♾🔺♾|🔺🦆🃏|🦆✨🃏
18,6,12|0|12,🃏🃏🤔|🔺🃏🔺|🃏🃏🤔
18,7,0|0|25,✨🔺🦆|🦆🦆✨|♾🤔🔺
18,6,6|0|18,✨✨🃏|🤔🦆🃏|🃏🃏🃏
18,-14,0|1|3,✨🤔🦆|🤔🤔🦆|🤔🤔🤔
18,2,0|20|0,🃏🤔🃏|✨🔺🔺|🔺🤔✨
18,-18,0|0|0,🃏🦆🔺|🦆🃏🔺|🤔🦆✨
18,7,25|0|0,🃏🦆♾|🔺✨🔺|🔺🦆🦆
18,2,0|20|0,🔺🃏🦆|🔺🔺🤔|🦆🤔🦆
18,19,25|0|12,♾🤔✨|🃏🦆🦆|🤔🃏🃏
18,42,25|25|10,🃏🤔♾|🃏🤔♾|✨✨✨
18,32,50|0|0,♾♾🦆|🤔✨🃏|🦆🔺🦆
18,7,0|0|25,🃏🔺🦆|🔺✨🃏|🃏♾✨
18,-17,1|0|0,✨🤔🤔|🦆🦆✨|🤔🦆✨
18,14,20|0|12,🔺🔺🤔|✨🔺🦆|✨🃏🃏
18,8,25|1|0,🃏♾🔺|🦆🤔🤔|🔺✨🦆
18,7,0|0|25,🤔🔺🤔|🔺🤔🔺|✨♾✨
18,-17,1|0|0,🦆🤔🤔|✨🔺✨|✨🔺🃏
18,-12,0|6|0,🔺🦆🃏|✨✨🦆|🦆🃏✨
18,-18,0|0|0,🃏🦆✨|🤔🦆✨|🦆🤔🦆
18,32,0|25|25,✨🦆✨|♾✨🦆|♾✨🦆
18,-6,12|0|0,🃏🃏🤔|🔺🦆🤔|🤔🦆✨
18,-12,6|0|0,🃏✨✨|🔺🤔🦆|✨🦆🔺
18,-8,10|0|0,✨✨✨|🦆✨🔺|🦆🦆🤔
18,-18,0|0|0,🔺🦆🤔|🦆🃏🦆|🤔✨🃏
18,2,0|20|0,🃏🤔✨|🤔🔺🔺|🦆🦆🃏
18,-18,0|0|0,🤔🔺🤔|🔺✨🦆|🦆🦆🃏
12,-11,1|0,🦆🤔🤔|🦆🦆🦆
18,-12,6|0|0,✨✨🤔|✨🦆🤔|🔺🤔🃏
18,-6,0|6|6,🦆🃏🤔|🔺✨✨|🔺✨✨
18,13,25|0|6,♾🤔🔺|🦆🃏🤔|✨✨🦆
18,-18,0|0|0,🦆🔺✨|🦆✨🦆|🦆🦆🤔
18,19,25|0|12,✨♾🤔|🦆🤔🦆|🦆🃏🃏
18,-17,0|0|1,✨🦆🦆|🤔🦆✨|🤔🤔🦆
18,19,25|12|0,✨♾🦆|🃏🃏✨|🦆🦆🦆
18,-18,0|0|0,🤔✨🔺|🔺🤔🔺|🃏✨🃏
18,7,0|25|0,🔺🦆🦆|🤔✨♾|🦆🔺🤔
18,-18,0|0|0,🔺🃏🤔|🦆🤔🃏|🦆🃏✨
18,-18,0|0|0,🔺✨🤔|🔺🃏✨|🃏🔺✨
18,-6,12|0|0,✨🃏🃏|🃏🔺✨|🔺🤔✨
18,7,0|25|0,🔺🦆✨|♾✨🃏|🔺🦆🦆
12,-11,1|0,🤔🤔🔺|🦆🦆🦆
18,-12,0|6|0,🦆🦆🤔|✨✨🃏|🦆🦆🤔
18,-18,0|0|0,🔺🦆🔺|🃏🦆✨|🦆🤔🦆
18,-18,0|0|0,🦆🤔🔺|🤔🦆🤔|🃏🤔🃏
18,7,25|0|0,🦆♾✨|🤔🦆🦆|🤔🦆🦆
18,-18,0|0|0,🤔✨🔺|🦆🦆✨|🤔🦆🔺
18,-18,0|0|0,🦆🦆🔺|🦆🦆🔺|🦆🦆🔺
18,-18,0|0|0,🔺🤔🦆|🔺🤔🦆|✨🔺✨
18,-12,0|6|0,🦆🤔✨|✨✨🦆|🔺🃏✨
18,8,25|1|0,✨♾🦆|🤔🤔🦆|🔺🤔🃏
18,-18,0|0|0,🃏✨🔺|🃏🦆✨|🤔🃏🔺
18,-18,0|0|0,✨🃏🦆|✨🃏🤔|🔺🦆🦆
18,-18,0|0|0,🃏🔺🦆|🃏🤔🦆|🦆🦆🃏
12,-12,0|0,🔺✨🃏|🦆🦆🦆
18,-14,0|3|1,🤔🦆🃏|🤔🤔🤔|🦆🤔🤔
18,-12,6|0|0,🃏✨✨|🦆🔺🃏|🦆🔺🦆
18,8,1|25|0,✨🤔🤔|♾🤔🦆|🃏🦆✨
18,19,0|12|25,✨🔺🃏|🃏🃏🦆|✨♾🔺
18,-18,0|0|0,🃏✨🔺|🔺🤔🃏|🦆🃏🤔
18,25,12|25|6,🃏🃏✨|♾🃏🦆|🦆✨✨
18,-11,0|1|6,🃏🤔✨|🤔🤔✨|🦆✨✨
18,-12,0|6|0,🤔🦆🃏|✨✨🤔|🤔🃏✨
18,-17,0|0|1,🤔✨🔺|🦆🦆🔺|🤔🤔🦆
18,7,25|0|0,🤔♾✨|🤔✨🔺|🃏🦆🔺
12,13,25|0,♾✨🤔|🦆🦆🦆
18,-18,0|0|0,✨🦆🔺|🦆✨🦆|✨🔺🃏
18,-18,0|0|0,🦆✨🦆|🤔🃏🔺|🔺🤔🃏
12,-12,0|0,🤔🦆✨|🦆🦆🦆
18,-18,0|0|0,✨🦆🤔|🤔🃏✨|✨🦆🔺
18,7,25|0|0,🃏🤔♾|🦆🤔🔺|🦆🔺✨
18,-5,12|1|0,✨🃏🃏|🔺🤔🤔|🦆🤔🦆
6,-6,0,🦆🦆🦆
6,-6,0,🦆🦆🦆
18,-18,0|0|0,🦆✨🦆|✨🦆✨|🦆🤔🦆
12,-6,6|0,🤔✨✨|🦆🦆🦆
18,-18,0|0|0,🦆✨🔺|🔺🤔🃏|🃏✨🦆
18,38,25|6|25,🤔♾🦆|🔺✨✨|🤔♾🦆
18,14,0|12|20,🔺✨🃏|🃏🃏🤔|🔺🔺🤔
18,7,25|0|0,🤔🦆♾|🃏🤔🦆|🃏🦆🔺
18,7,0|25|0,🤔🃏✨|✨♾🤔|✨🦆🦆
18,33,6|25|20,✨✨🦆|🤔♾🦆|🦆🔺🔺
18,-18,0|0|0,🃏✨🦆|🔺🃏🦆|🦆🦆✨
18,-18,0|0|0,🃏✨🔺|✨🃏🤔|✨🦆🦆
18,13,6|25|0,🦆✨✨|♾🦆🔺|🦆🃏🔺
18,13,0|6|25,🦆✨🤔|✨✨🃏|🔺✨♾
18,6,0|0|24,🃏🦆🔺|🦆🦆🤔|🔺🔺🔺
18,7,0|0|25,✨🤔✨|🃏🦆🦆|♾🤔🃏
18,-18,0|0|0,✨🦆✨|🦆🔺✨|🃏🔺🦆
18,19,12|0|25,🃏🃏🦆|🔺🦆✨|♾🦆✨
18,13,0|6|25,🃏🦆🦆|🃏✨✨|♾🔺♾
18,-12,0|6|0,🤔🦆🃏|🔺✨✨|🦆✨🃏
18,-17,1|0|0,🦆🤔🤔|🤔🦆🦆|🦆🤔✨
18,-18,0|0|0,🦆🃏✨|🦆✨🦆|🦆🤔🃏
18,7,0|25|0,🦆✨🤔|🦆♾🤔|🃏🤔🔺
18,3,20|1|0,🔺🔺🦆|✨🤔🤔|✨🦆🤔
18,7,25|0|0,🦆♾✨|🔺🦆✨|✨🔺🤔
18,-18,0|0|0,🔺🦆🃏|🦆🃏✨|🃏🤔🦆
18,2,20|0|0,🔺🔺🤔|🦆🤔🦆|✨🔺🦆
18,-18,0|0|0,🤔🦆✨|🦆🃏🤔|🦆🔺🤔
18,-14,0|3|1,✨🤔🦆|🤔🤔🤔|🤔🤔🦆
18,-18,0|0|0,🤔🔺🦆|✨🔺🦆|🃏✨🤔
18,-12,6|0|0,✨✨🃏|✨🤔🃏|🤔🦆✨
18,-18,0|0|0,🦆✨🔺|🔺🦆🤔|🃏🔺✨
18,-18,0|0|0,🤔🦆✨|✨🔺🦆|🤔🔺🤔
18,-18,0|0|0,🤔🦆🦆|🃏🔺🤔|🔺🃏🦆
18,-11,6|0|1,🃏✨✨|🃏🤔🃏|🤔🤔✨
18,-18,0|0|0,✨🦆🦆|🃏🔺🤔|✨🦆🦆
18,-6,12|0|0,🔺🃏🃏|🤔🦆🔺|🤔🔺🃏
18,-17,0|0|1,🤔🦆✨|🃏🦆🔺|🤔🤔🦆
18,-6,0|12|0,🤔🔺🤔|🃏🃏🔺|🦆✨🔺
18,-17,0|1|0,🃏✨🤔|🤔🤔🃏|✨🦆✨
18,17,25|0|10,🦆♾🦆|🤔🃏🤔|✨✨✨
18,-6,12|0|0,🃏🃏🦆|🔺🤔✨|🤔🦆🦆
18,-15,0|3|0,🔺🃏✨|🤔🤔🤔|🔺✨🔺
18,10,3|25|0,🤔🤔🤔|♾🤔🦆|✨🔺🦆
18,-18,0|0|0,🦆🃏🤔|✨🔺✨|🤔✨🤔
18,7,25|0|0,♾🤔🦆|🦆🦆♾|🃏🦆✨
18,33,25|25|1,✨♾🤔|✨♾🤔|🤔🤔🃏
18,19,0|12|25,🤔✨🔺|✨🃏🃏|✨🦆♾
18,-18,0|0|0,🦆🤔✨|🔺✨🔺|🤔🔺🤔
18,32,25|25|0,✨🤔♾|✨🤔♾|🦆🃏🦆
18,-18,0|0|0,🤔✨🃏|🦆🃏🔺|🔺🤔✨
18,-18,0|0|0,🤔🔺🦆|🦆🦆🤔|🃏🔺✨
18,-12,6|0|0,🃏✨✨|🦆🔺🤔|✨🃏✨
18,32,25|0|25,🃏🤔♾|✨🃏🔺|🃏🤔♾
18,-18,0|0|0,🤔🦆🦆|🦆🔺🃏|🔺🤔🦆
18,-12,6|0|0,🦆✨✨|🦆🦆🔺|🦆🔺🤔
18,-18,0|0|0,🦆🃏🔺|🤔✨🦆|🦆✨🔺
18,-7,0|1|10,🃏🦆🤔|🦆🤔🤔|✨✨✨
18,-18,0|0|0,🃏🔺🤔|🤔✨🃏|🃏🤔🦆
18,-18,0|0|0,🔺🦆🔺|🃏🔺🤔|🦆🦆✨
18,13,6|0|25,✨✨🃏|🦆🦆🃏|🔺🔺♾
18,7,0|0|25,🔺✨🃏|🔺🤔🦆|🤔🔺♾
18,-18,0|0|0,🔺🦆🤔|🤔🃏🔺|✨🤔✨
18,7,0|0|25,🔺🤔🦆|🦆🦆✨|✨♾🃏
18,-12,0|0|6,🤔🦆✨|🤔🦆🃏|🤔✨✨
18,-18,0|0|0,🤔✨🃏|🃏🔺🃏|🦆🤔🦆
18,-6,12|0|0,🃏🃏✨|🔺🃏🤔|🤔🔺✨
18,-5,12|0|1,🦆🃏🃏|🤔🔺🦆|🃏🤔🤔
18,33,20|25|6,🔺🔺🦆|✨♾🃏|✨✨🤔
18,-18,0|0|0,🦆🤔🔺|🦆🃏🦆|🦆🔺🤔
18,-18,0|0|0,🤔🔺✨|🃏✨🤔|🦆🦆🔺
18,-18,0|0|0,🦆🦆🃏|🃏🦆✨|🤔🔺🃏
18,-17,1|0|0,🤔🤔✨|🔺🃏✨|🃏🔺🦆
18,7,25|0|0,🦆♾✨|🦆🔺✨|✨🃏🤔
18,26,0|20|24,🦆🦆🔺|🦆🔺🔺|🔺🔺🔺
18,-12,6|0|0,🃏✨✨|🃏🦆🦆|🤔🦆🔺
18,-18,0|0|0,✨🔺🤔|🤔🦆🃏|🦆✨🃏
18,-18,0|0|0,🦆🤔✨|🤔✨🔺|🦆🔺🦆
18,7,0|0|25,🦆🃏🔺|🦆🃏✨|🃏🃏♾
18,-18,0|0|0,✨🦆🦆|✨🔺🃏|🔺🤔✨
12,13,25|0,🤔🤔♾|🦆🦆🦆
18,-12,0|6|0,🃏🤔🔺|✨✨🦆|🤔✨🤔
12,-12,0|0,🤔✨🃏|🦆🦆🦆
6,-6,0,🦆🦆🦆
18,7,25|0|0,♾✨✨|🦆🦆🤔|🔺🦆🤔
18,8,25|0|1,♾🤔🤔|✨🤔🦆|✨🤔🤔
18,-17,1|0|0,🤔🤔✨|✨🃏✨|🃏✨🔺
18,-18,0|0|0,🔺🃏🦆|🤔🦆🦆|🔺🦆🤔
6,-6,0,🦆🦆🦆
18,-5,12|0|1,🃏🃏🦆|✨🦆🤔|🤔🤔🔺
18,4,6|10|6,🔺✨✨|✨✨✨|🔺✨✨
18,32,24|6|20,🔺🔺🔺|🦆✨✨|🃏🔺🔺
18,-17,0|0|1,🔺🦆🃏|✨🦆🤔|🦆🤔🤔
18,-18,0|0|0,✨🦆🃏|✨🃏🦆|✨🤔🔺
18,-17,1|0|0,🔺🤔🤔|🦆🃏✨|🦆🦆🃏
18,-12,0|0|6,🃏🤔🔺|🔺🦆🤔|✨✨🃏
18,7,25|0|0,♾🃏✨|✨🃏🔺|🔺✨🤔
18,-17,0|1|0,🔺🦆✨|✨🤔🤔|🦆✨🃏
18,-18,0|0|0,🤔✨🤔|🦆🃏🦆|✨🦆🤔
18,-18,0|0|0,🃏🦆🦆|🤔✨🦆|✨🤔🦆
18,-6,0|0|12,🔺✨🃏|🃏🔺🦆|🤔🃏🃏
18,-18,0|0|0,🃏🦆🤔|🃏🤔🃏|✨🦆🤔
18,8,1|25|0,🦆🤔🤔|✨✨♾|🦆🦆🦆
18,7,0|25|0,🃏🔺✨|🔺♾✨|🦆🤔🦆
18,-3,12|0|3,🃏🃏🦆|🃏✨🦆|🤔🤔🤔
18,-18,0|0|0,🤔🔺✨|🃏✨🦆|🤔🃏✨
18,-17,0|0|1,🔺🦆🦆|🔺🃏🦆|🦆🤔🤔
18,7,25|0|0,♾🦆✨|🦆🃏🦆|🃏✨🤔
18,-14,0|3|1,✨🦆🤔|🤔🤔🤔|🃏🤔🤔
18,2,20|0|0,🃏🔺🔺|🦆✨🃏|🦆🦆🤔
18,-12,0|0|6,🃏🦆🤔|🤔🦆🔺|✨✨🃏
18,-17,1|0|0,🔺🤔🤔|🤔🦆🔺|🦆🦆✨
18,-18,0|0|0,🤔🦆🤔|🔺🃏✨|🃏🤔🔺
18,-17,0|1|0,🦆🤔🦆|🤔🤔🃏|🔺🦆🔺
18,19,12|25|0,🃏🃏🦆|🤔🦆♾|🃏🦆🦆
18,-18,0|0|0,✨🤔🦆|🤔🃏🔺|✨🔺🦆
18,3,1|0|20,🤔🤔✨|🤔🃏🤔|🦆🔺🔺
18,-17,0|1|0,✨🔺🦆|🤔🤔🦆|🤔✨🃏
18,-18,0|0|0,🔺🤔🔺|✨🔺🃏|🦆🤔🦆
18,2,0|0|20,🦆✨🔺|🦆✨🔺|🔺🔺🤔
18,-18,0|0|0,🦆🤔🃏|🔺🤔✨|🤔🦆🤔
18,-18,0|0|0,🃏✨🦆|🦆🃏✨|✨🤔🦆
18,13,6|0|25,✨✨🦆|✨🃏🦆|🔺♾🦆
18,2,0|0|20,🦆✨🃏|🦆✨🔺|🔺🔺✨
18,-6,12|0|0,✨🃏🃏|✨🔺✨|🔺✨🤔
18,2,20|0|0,🃏🔺🔺|🦆🤔🃏|🦆🃏✨
18,-18,0|0|0,✨🦆🦆|🦆🔺🃏|🤔🦆✨
18,-17,0|0|1,🦆🦆🔺|🦆🦆🔺|🦆🤔🤔
18,-6,0|12|0,🔺🃏🦆|🤔🃏🃏|🔺🤔🦆
18,-18,0|0|0,♾🦆🦆|🦆🔺🃏|🦆✨🦆
18,3,1|20|0,✨🤔🤔|🃏🔺🔺|🦆🃏🦆
18,-6,12|0|0,✨🃏🃏|✨🃏🦆|🃏✨🤔
18,13,0|6|25,🦆✨🦆|🃏✨✨|🦆🤔♾
18,-18,0|0|0,🦆🦆🔺|✨🤔🔺|🦆✨🤔
18,27,20|25|0,🔺🔺🦆|✨♾🦆|🔺🃏✨
18,32,25|0|25,🦆♾🔺|🃏🦆🦆|🦆♾🔺
18,-5,1|12|0,🃏🤔🤔|✨🃏🃏|🤔🔺🤔
18,-17,1|0|0,✨🤔🤔|🔺✨🤔|🃏🤔🃏
18,7,0|0|25,🦆🔺🦆|🃏✨🃏|🦆🤔♾
18,-8,0|0|10,🦆🔺🦆|🔺✨🃏|✨✨✨
18,-12,0|6|0,🃏🦆✨|✨✨🔺|🦆🦆🦆
18,-18,0|0|0,🦆✨🦆|🦆🃏🦆|🤔🦆🃏
18,13,0|25|6,🃏✨🦆|♾🔺✨|🤔✨✨
18,19,0|12|25,✨🦆✨|🃏🃏🔺|🤔🦆♾
18,-17,1|0|0,🤔🤔🔺|✨🤔🃏|🃏🤔✨
18,32,25|25|0,✨♾🔺|✨♾🔺|✨🤔🦆
18,7,0|25|0,✨🦆🦆|✨🦆♾|✨🃏🔺
6,-6,0,🦆🦆🦆
18,2,0|0|20,🦆🤔✨|🦆🔺🦆|🃏🔺🔺
18,2,20|0|0,🔺🔺🦆|🤔🦆🦆|🃏🔺🃏
18,20,6|12|20,✨✨🦆|🃏🃏🤔|🔺🔺🦆
12,13,25|0,🦆🤔♾|🦆🦆🦆
18,-12,0|0|6,🦆🦆🔺|🦆🦆🔺|🤔✨✨
18,32,25|0|25,♾🃏🔺|🦆🃏🦆|♾🃏🔺
18,2,0|0|20,🤔🦆🃏|🦆🤔✨|🤔🔺🔺
18,27,20|25|0,🔺🔺🦆|🦆♾🃏|✨🦆✨
18,0,6|0|12,✨✨🦆|🦆🦆🔺|🃏🃏🔺
18,-12,0|0|6,🃏🔺🦆|🦆✨🦆|✨✨🔺
18,-18,0|0|0,🦆🦆🤔|✨🃏🤔|🦆🤔🦆
18,32,0|25|25,🦆🦆🤔|🃏♾🔺|🃏♾🔺
18,13,25|6|0,🤔🃏♾|✨✨🔺|✨🦆🤔
18,0,0|18|0,🦆🤔🃏|🃏🃏🃏|🦆🦆♾
18,19,0|12|25,🤔🃏✨|🃏🃏🤔|♾🤔✨
18,-18,0|0|0,✨🃏🦆|🦆🤔🦆|🦆🃏✨
18,-18,0|0|0,🦆🤔✨|✨🦆🔺|✨🦆🦆
18,-17,0|1|0,✨🃏🤔|🤔🤔🃏|🔺🃏🤔
18,-18,0|0|0,✨🦆🤔|✨🤔🃏|✨🤔🔺
18,7,0|25|0,🃏✨🤔|✨♾🦆|🦆✨🦆
18,-18,0|0|0,🦆✨🦆|🔺🃏🤔|🤔🦆🔺
18,-12,0|6|0,🦆🦆🤔|✨✨🦆|✨🦆🃏
18,-11,1|0|6,🤔🤔🃏|🤔🦆🦆|✨✨🔺
18,-17,0|1|0,🔺✨🤔|🤔🤔🦆|🔺🦆✨
18,-18,0|0|0,✨🤔🃏|🔺🃏🦆|🤔🦆🃏
18,-12,0|6|0,🦆🤔🔺|✨✨🦆|✨🦆🃏
18,-6,0|0|12,✨🔺🦆|🔺🃏🦆|🤔🃏🃏
18,-18,0|0|0,🤔🦆🔺|🦆🦆🃏|🃏🦆🃏
18,-6,12|0|0,🃏🃏🦆|🦆✨🃏|🤔🦆🤔
18,27,25|20|0,🃏🤔♾|🔺🔺🦆|🃏🦆🦆
18,19,12|0|25,🦆🃏🃏|🤔🦆✨|♾🔺🔺
18,12,0|20|10,🤔✨🃏|🦆🔺🔺|✨✨✨
18,-18,0|0|0,🃏🤔✨|🤔🃏🤔|🦆✨🃏
